bid,发布时间,id,点赞数,ip,微博正文,user_id,用户昵称
PhcdcyOpe,2025-03-05 23:50,5140985228296916,0,贵州,wow发生了啥感觉很多人的样子,7383697778,草莓味巧克力棒
Phz5ct2V2,2025-03-08 10:04,5141864386922736,104,广东,没想到啊，给学生培训的老师居然英语成绩造假，还是英语专业的老师？所以说不一定一些好的专家教授，他们具有真正的真才实学，往往只是为了赚钱而已。想当初自己考研的时候跟着他也是听了很多的课。虽然自己的成绩相对来说还是比较可以的，但是听到这样的消息确实也是比较震惊的。同时，也希望广大的考研同学们能够选择真正适合自己的老师。考研是一件严重严肃的事情，大家一定要做好充分的准备，认清老师，相信自己。致2025年考研的大家！,6604879343,金玉满盘
Phz5b66if,2025-03-08 10:04,5141864371454163,1,浙江,黄植绒苏晗,6478290242,挠头哥厨
Phz51vVka,2025-03-08 10:03,5141864277608526,0,,【】近日，考研辅导教师何凯文晒考研英语（一）成绩89分，遭公开质疑造假一事引发关注。3月8日，,2195600811,当代生活报
Phz4F5M2V,2025-03-08 10:03,5141864051376333,0,上海,好一出扯头花➕虐恋情深，恭喜周贵妃成功上位～,7815262485,-Nuyoah-_l
Phz4zw3I8,2025-03-08 10:02,5141863997640764,0,河南,笑吐了,5261126030,Ooq_h
Phz4qzHob,2025-03-08 10:02,5141863908508271,1,吉林,五年前的微博最近看新闻才知道还以为早就被大众弃了他怎么才凉啊…,3101893363,小羊今年要努力
Phz4bdWj5,2025-03-08 10:01,5141863753322399,0,天津,这瓜吃的我,5670762317,池塘里的星星_
Phz3A07PS,2025-03-08 10:00,5141863380030124,110048,河南,又一个见证历史的时刻今年果真考研元年,1015937925,神仙子yeah
PhqimtQMK,2025-03-07 11:42,5141526587114422,19,广东,弟子不必不如师，师不必强于弟子，但是当老师首先师德得好,5831304742,布莱恩Comment
Phq6LaNir,2025-03-07 11:13,5141519392572779,0,甘肃,我只能用这张图回应何凯文的水平。,5933656578,深海的科马提岩
Phq2P9xNf,2025-03-07 11:03,5141516952274857,0,浙江,考研英语每年都这么热闹,6034174542,干什么都挺累
PhpPviMi9,2025-03-07 10:31,5141508694475541,0,安徽,感觉考研英语没必要看那么多课把单词全背滚瓜烂熟比看课效果好阅读的话单词全熟识再花点时间看看技巧之后做做题、卡卡时间就差不多了,7188643169,绛珠草yh
Phlki6YfZ,2025-03-06 23:03,5141335581661599,0,江苏,好热闹啊，命题组看看你做的好事，这里都乱成一锅粥了，哈哈哈，这么有节目是没想到的。,5878754121,曲奇圈圈有点甜
PhljkomxJ,2025-03-06 23:00,5141334985806531,0,山西,真热闹啊上次关注到这位老师还是那个和女学员的负面消息,6263556863,源味空心菜团
PhliWaDpx,2025-03-06 22:59,5141334742534779,1,重庆,你说你惹他干嘛真笑死了！,6564161246,好hhhhhhh_
PhliWf2IC,2025-03-06 22:59,5141334743585374,0,湖南,为什么要我等!你好狠的心啊你知道你的一句话会让我整夜整夜的失眠吗？想起来还要等这么久我的心像被凿了一个洞你在乎吗?你不在乎你只在乎你自己就像你不在乎狮子头里没有狮子老婆饼里没有老婆你还能若无其事的回复我消息那些冰冷的字句像利剑一样扎在我心上,7869123948,养了只猫叫椰子
PhliSpzBa,2025-03-06 22:59,5141334706095044,1,山东,以后还是跟吴彦祖学英语吧~,1845830587,沂州里
PhleWnemR,2025-03-06 22:49,5141332265536777,1,甘肃,的英语成绩真不真我不知道，但是我知道这里能抢到🧧,7511013631,酒心小熊W
PhcdauJFC,2025-03-05 23:50,5140985207325400,6,云南,真有节目啊…们考研界的商战一年比一年精彩了,5255008428,吃一口欧包
Phcd9ycEk,2025-03-05 23:50,5140985198151780,0,新疆,爱看热闹啊英语一真的好4️⃣,3718555332,iqhebbr
Phcd8mgJR,2025-03-05 23:50,5140985185307563,0,四川,害人不浅,5933001069,Pleindetoiles
Phcd2qxvc,2025-03-05 23:50,5140985126325314,0,广东,不认识走了,7561663890,_玥與櫻的椿
Phcd2dkVB,2025-03-05 23:50,5140985123178715,0,山东,英语一看你干的好事,7447570880,吉也_超级好运版
Phcd11owL,2025-03-05 23:50,5140985110332615,2,广东,英语一你还是太权威了,2831566855,haroo_o
Phcd14H9Z,2025-03-05 23:50,5140985111119223,0,云南,笑死我了英语一你个死东西毁了多少人,3295481711,Free_for17
Phcd0t3DO,2025-03-05 23:50,5140985106925512,0,湖北,打起来了哈哈哈,6482329202,_学会清醒_
PhccWkUCz,2025-03-05 23:50,5140985064984215,0,河南,喜欢看吵起来吧,7378659218,耀吃小土豆-
Phz3qwwU3,2025-03-08 10:00,5141863287752979,0,,【造假英语（一）考了89分何凯文公开道歉并将退出考研培训】何凯文在道歉信中表示，此行为严重违背了教育工作者的职业道德，辜负了公众的信任，他愿意承担全部责任。O造假英语（一）考了89分何凯文公开道歉并将退出考研培训,5281491251,信网
PhpJHjMfq,2025-03-07 10:16,5141505094713700,1,,【】3月5日，考研英语名师周思成公开质疑另一位知名教师何某考研英语一成绩的真实性，引发网友热议。3月6日下午，,7613700701,共富财经
PhpFL37Zy,2025-03-07 10:06,5141502650745708,2,,【】3月5日，考研英语名师周思成公开质疑另一位知名教师何某考研英语一成绩的真实性，引发网友热议。3月6日下午，,1667821284,昆明信息港
PhpqKwDDw,2025-03-07 09:30,5141493347778862,0,,【】3月5日，考研英语名师周思成公开质疑另一位知名教师何某考研英语一成绩的真实性，引发网友热议。3月6日下午，,1389537561,都市时报
Phpn4k01s,2025-03-07 09:20,5141491064766650,2,上海,当年流传一句听何凯文你的对手就赢了一半我还是爱大雁老师守护,6059118774,识趣s
Phl82ddvE,2025-03-06 22:32,5141327983150198,0,河北,也不卖课了，就纯鞭尸啊哈哈哈,5039762266,名酱别嗑了
Phl6ixZ16,2025-03-06 22:28,5141326908099376,0,辽宁,英语一看你干的好事,5576425551,_花花花花huahua
Phl4lmJCS,2025-03-06 22:23,5141325695418606,0,上海,今年英一77不丢人,7762596278,平平不太忙
Phl2lCoGr,2025-03-06 22:18,5141324459151351,0,陕西,快自觉点把你们的成绩都放出来别让我猜,6968514324,yy研究生必上岸苯人
PhccRuwBc,2025-03-05 23:50,5140985017275154,0,福建,英一事变,5237777097,蟹堡王第111名员工
PhccRe1mE,2025-03-05 23:50,5140985013341840,0,湖北,这是在干什么，商战嘛,6179738464,记得做个甜美的梦
PhccQlSa9,2025-03-05 23:50,5140985005213093,1,甘肃,上热搜啦，命题组看看你们造的孽啊,6477117026,-请叫我好运-
PhccNnsdY,2025-03-05 23:49,5140984975590042,0,四川,狗咬狗都一起拉下去鲨了祭天吧，周思成下🗡️，陆寓丰一路货色，何凯文前几年到处睡不会有人忘了吧,6232953620,好男孩不乱聊
PhccMxwIh,2025-03-05 23:49,5140984967990577,0,河南,喜欢看，吵起来,7453195153,星星失眠了怎么办
PhccKts6h,2025-03-05 23:49,5140984947019533,0,辽宁,哈哈,6067283016,冬日初遇祎
PhccHa92s,2025-03-05 23:49,5140984912418028,4,山东,太好了全世界因为英语一打起来了,5542703591,梨泱洛
PhcctiZD7,2025-03-05 23:49,5140984774526813,0,山东,啊？？这是咋回事啊，怎么撕起来了,5251396015,春日昭念
PhpcJu8iB,2025-03-07 08:55,5141484657181745,0,北京,【】3月5日，考研英语名师周思成公开质疑另一位知名教师何某考研英语一成绩的真实性，引发网友热议。3月6日下午，,6171489171,今日播报
PhpcJbrvR,2025-03-07 08:55,5141484652727371,0,北京,【】3月5日，考研英语名师周思成公开质疑另一位知名教师何某考研英语一成绩的真实性，引发网友热议。3月6日下午，,6177021345,趋势研究所
PhpcJ9fmO,2025-03-07 08:55,5141484652204026,0,北京,【】3月5日，考研英语名师周思成公开质疑另一位知名教师何某考研英语一成绩的真实性，引发网友热议。3月6日下午，,6171489065,暖视频在线
PhpcJ72oR,2025-03-07 08:55,5141484651677525,0,,【】3月5日，考研英语名师周思成公开质疑另一位知名教师何某考研英语一成绩的真实性，引发网友热议。3月6日下午，,1990383061,今日速览
Phpcld6Ut,2025-03-07 08:54,5141484413124829,0,,【】3月5日，考研英语名师周思成公开质疑另一位知名教师何某考研英语一成绩的真实性，引发网友热议。3月6日下午，,2556188797,观点交汇圈
Php7ShcLE,2025-03-07 08:43,5141481644100658,1,广西,让我想到法考的刘安琪和郄鹏恩，我笑鼠,7484824479,不设防禁区109户
PhkSt0Vuw,2025-03-06 21:54,5141318330221000,1,湖北,何凯文塌了？有啥黑料？？？,1868599210,o雨馍o
PhkK9sgbH,2025-03-06 21:34,5141313176735413,0,浙江,这就是25考研乱成一锅粥了哈,7033641366,魔术师术魔
PhkGxoSD5,2025-03-06 21:25,5141310935929871,0,吉林,哪个圈子都乱成一锅粥了趁热加点青菜喝了吧,7768127383,唔西迪西说嗯呐行
PhccsbskX,2025-03-05 23:49,5140984762730539,1,重庆,哦莫哦莫考研界也是腥风血雨啊,7334737178,不尊重别人的人可以消失了
PhccojO06,2025-03-05 23:48,5140984724720438,0,山西,考研英语老师也是撕起来了,7205528545,然后我成为想成为的人
PhccmfJ1i,2025-03-05 23:48,5140984703747980,0,广东,没事的考完25英一就发现看谁都没用🚬一半是踏踏实实积累一半是运气,6040794701,满心绮念拈花醉_念念
Phcc79m5N,2025-03-05 23:48,5140984552229879,3,重庆,热搜下去了考研英语超话,5037992570,我就是甜瓜吖
Phcc25LRI,2025-03-05 23:48,5140984501375638,0,河北,有意思有意思，英一，看你做的好事,6205384000,玖哾壹叁chi
Phcc1very,2025-03-05 23:48,5140984497443692,0,河南,好疯，也是吃上考研的🍉了,3863553137,晴晴今天吃好吃的了吗
PhcbO2xhN,2025-03-05 23:47,5140984360604611,0,湖北,英一事变,5669366403,雾霾诗
PhcbJ01wk,2025-03-05 23:47,5140984310005848,0,湖南,笑死了25英一事变,6115032433,linlalalala
PhcbByjPg,2025-03-05 23:47,5140984238179366,1,广东,不要忙着招生敛财，把实力晾出来考研蛋糕这么大，所有培训师开班前都要把自己成绩赛一赛才合理吧不然就回家吧孩子回家吧,5531387719,神奇海螺物语
PhcbBykjU,2025-03-05 23:47,5140984238181266,0,湖北,英语一出题组快点来吃瓜，你们出的题惹的事哈哈哈哈哈哈哈哈哈哈哈哈（两个人我都很讨厌，太爱看热闹了哈哈哈哈哈哈）,1638115925,林鈡濯枝雨
PhoVsjAtH,2025-03-07 08:12,5141473944668457,0,湖南,哈哈哈，这瓜吃得！刺激！,2862767412,我要南瓜饼
PhoUey4A5,2025-03-07 08:09,5141473188120765,0,江苏,大半夜看周思成大战何凯文田静“无辜”躺枪最后赢家竟是刘晓燕哈哈哈哈哈哈哈哈总结了一下自己的几次考试经历第一年跟的晓燕英语58第二年看了周思成何凯文的作文53然后是田静的语法谁的作文模版忘了49今年英语一点没学直接61（封神！）,6148749102,blingbilng星星
PhoSAjLRN,2025-03-07 08:05,5141472164712235,2,,【】3月5日，考研英语名师周思成公开质疑另一位知名教师何某考研英语一成绩的真实性，引发网友热议。3月6日下午，,2188202475,南京晨报
PhoQ5hkdZ,2025-03-07 07:59,5141470614129323,0,江苏,真是有趣🤔,5534392071,陈陈陈一捧
PhoOSwKGg,2025-03-07 07:56,5141469867805940,1,浙江,曝出大瓜之前，机构大张旗鼓来扩大明星授课响应，然后，受到质疑之后，似乎又和培训机构没有关联，原来老师们授课不止一家机构？问题是这样的答复谁会相信呢？互评超话微博超话或许，教培机构老师就应该老老实实干好本质，别动不动出来凑热闹，毕竟考研学子们是下过苦功了。段位完全不对等。。。读书超话,1326989574,执中若鸿
PhoNo2wqx,2025-03-07 07:53,5141468940601309,0,黑龙江,这个造假太容易打脸了，哪位找北京电影学院研究生院查一下,5556081490,忿怒的小羊羔
PhoKvbEEM,2025-03-07 07:45,5141467152777896,0,陕西,那怎么办呀宝宝,7254787433,迟潯rrr_
PhkaoFhbP,2025-03-06 20:06,5141291009837529,0,山东,果然是只要考研跟何凯文你的对手就成功了一半哈哈哈哈哈哈哈哈哈哈哈,7299110216,半夜挖鼻屎
PhcbyyNMg,2025-03-05 23:46,5140984208294500,0,广东,英语考研老师撕逼，笑麻了哈哈哈哈哈看来今年的英语真的很难，不能怪自己不行了,7187537394,二旬老人晒太阳
PhcbyEiHy,2025-03-05 23:46,5140984209605012,2,四川,笑死了哈哈哈哈哈哈我当时跟的颉斌斌和唐迟考研圈如此drama哈哈哈哈哈哈哈,6478183054,Jiermezige
PhcbtfOlI,2025-03-05 23:46,5140984153768466,0,内蒙古,挺好的吵吧别等着大家都选好老师了才开始吵搞得学生们又开始焦虑那个老师是不是更好,5332511319,Perseverepeat
PhcbqlOiI,2025-03-05 23:46,5140984125198248,0,浙江,25英一事变哈哈哈哈哈哈，们英一好有节目啊,5673786174,近乎疯Kuang
Phcbapu31,2025-03-05 23:45,5140983966073707,0,河北,怎么又吵起来了。。你们考研老师也是一天天真有节目,7890205754,摘颗星星等天晴
Phcb9fKsd,2025-03-05 23:45,5140983953753493,0,河北,哈哈哈哈哈哈这个瓜是我25年吃到的第一个好玩的瓜哈哈哈哈回家啊回家吧好吗,7185298822,互联网最后一朵小白花
Phcb6slnJ,2025-03-05 23:45,5140983926755379,1,山西,当年上大学买过周思成的四级课，几个老师都是非常正能量的人！那是我学习最开心的日子！现在都记得那句放弃很简单，但坚持会很酷！,2476277691,Sisi_6
Phcb5jHoA,2025-03-05 23:45,5140983914695048,0,山东,真笑疯了也是也是吃上考研圈的瓜了,5692583683,茹愿以偿好事发生
Phcb4sFod,2025-03-05 23:45,5140983906832289,30,山西,建议何凯文周思成田静刘晓燕都直播查分，最低的直接回家吧。,6434433659,不摄影刘大壮
Phcb3CIlu,2025-03-05 23:45,5140983899226932,0,重庆,那我就要看26届是要咋样了,6548379920,程序不卡叽-
PhoKdaa7N,2025-03-07 07:45,5141466972422203,0,甘肃,周思成英语超话这波必须拉何凯文一把，几年前就把这玩意儿拉黑了，他能到现在还混在考研圈真是绝了，一天天的无时无刻不在吹牛，又那么油腻，业务能力又不行，还说自己第一把考研英语第一把交椅，🤮，甭管晒出的成绩真假，您了别再出了祸害人了。,5856973972,RongRuo_
PhoK7BwZU,2025-03-07 07:45,5141466918944982,7,,【媒体评：周思成质疑何凯文考研英语成绩，这不仅是私人恩怨】3月5日，考研英语名师周思成发文质疑何凯文英语一成绩，登上热搜引发关注。6日，周思成再次发文表示，何凯文把自己的账号设为了私密。3月5日，周思成以“周思成公开质疑何凯文英一89为编造”为题发文。文章称，“我公开质疑何凯文今年考研英语一的89分数的截图、视频为P图和拼接。这事关老师的诚信问题。”本来，考研英语名师完全可以不公布自己成绩。毕竟，考研的成绩是点对点公布的，只要当事人不说，其他人根本不知道。前段时间，有网店提供修改考研分数页面的服务，生意还挺火爆，受到了舆论的高度关注。当然，考生修改分数的成因很复杂，有人就是为了数字好看一些，不那么掉价；也有人是为了给父母一个交代，希望他们支持自己来年再战。但是，这肯定是不诚信的行为。特别是，考研英语名师如果也来P图修改成绩，那不仅是不诚信，还涉嫌虚假宣传。因为夸大自己的能力和水平，就是在诱导消费者上当，侵害了消费者的合法权益。就是说，这已经不仅是两个人之间的私人恩怨，而是涉及公共利益。客观来讲，考研英语名师拿考研英语成绩来证明自己的水平和能力，本身就是很片面的事，毕竟教和学是两个层面的事。会考的不等于会教，会教的不等于会考。而且，一个关键因素还在学生这里，需要他们在学习上用功，责任不全在老师。3月6日，记者查看何凯文的抖音账号发现，其确实已被设为私密账号。何凯文的小红书账号也已没有任何动态。3月5日晚，周思成又更新一条动态：“何凯文，别给我打语音了。”如果何凯文真的考了89分，那就不怕任何质疑，直面问题就好，可以公布相关证据。甚至在必要时，可以通过法律法规来维权——至少在这一点上，周思成也表达了同样的观点，公开承诺如果自己质疑错了，愿意承担相应的法律责任。人们都在等一个答案时，何凯文为何清空了动态，又将某平台的个人账号设为秘密账号？这是不是变相承认了自己在成绩上造假呢？当然，网友不必看到他有清空动态等动作，就断定他的成绩造假。但是，不管有没有造假，都不能由名师自说自话。如果公开说谎，那就要接受平台的处理，并承担相应的社会负面影响。背后的相关机构，同样有必要站出来给公众关切一个回应。所以，何凯文不妨直面网友和周思成的质疑。如果成绩是真的，就大大方方公布出来，要求造谣者付出代价。如果真的是伪造成绩，想借此提升自己的竞争力，也有必要诚恳认错，向公众道歉，并承担相应的责任。总之，将账号设为私密也好，清空动态也罢，甚至给周思成打语音电话，都是解决不了问题的。（极目新闻）,1314608344,新闻晨报
PhoJOFHPP,2025-03-07 07:44,5141466729939953,0,北京,没想到有一天吃到考研界的瓜！！！,6058052307,小妖记c
PhowlB09l,2025-03-07 07:11,5141458378818715,4,,【】3月5日，考研英语名师周思成公开质疑另一位知名教师何某考研英语一成绩的真实性，引发网友热议。3月6日下午，,7488069422,河南商报
Phov9cF9H,2025-03-07 07:08,5141457633018141,1,黑龙江,他上课就一股流氓地痞味，屌丝男特别喜欢他的课。考研最棒的英语老师，推荐唐迟，至今还保留着他的课，特别有水平。唐迟老师我英语考研阅读的神！,3456018880,搬砖过渡期
Phov4ab3t,2025-03-07 07:07,5141457582425779,0,安徽,考研英语还是多看看外刊,7682292515,紫刘辉314
Phout8sds,2025-03-07 07:06,5141457212015090,0,江西,俺弟自学的，今年考80,5373340531,AAA一级小肥牛
PhotNhrv2,2025-03-07 07:04,5141456794157288,2,,【】3月5日，考研英语名师周思成公开质疑另一位知名教师何某考研英语一成绩的真实性，引发网友热议。3月6日下午，,1702883112,顶端新闻
PhoklehEF,2025-03-07 06:41,5141450933404461,0,福建,这人谁呀？,7794735939,源味桂圆-ying
Phk5Cgwz8,2025-03-06 19:54,5141288043938434,0,河南,凯文兄啊,5684048790,千少520
PhjM22IeA,2025-03-06 19:05,5141275900646696,2,北京,多少分呢？你们好奇吗？今天就是忍不住给思思点👍🏻真实的老师，值得我们跟着学，何老师呢？人呢？去哪了？,6202561612,Will-youyou
Phcb284VU,2025-03-05 23:45,5140983881925590,1,湖北,幸亏两个老师从来没跟过hhhhhhhhh,6111184324,七七_呀
Phcb1asfJ,2025-03-05 23:45,5140983872491887,44,湖北,建议直播连麦查一下成绩，英一事变喜欢看老师互锤,7193605852,陈阿皮c
PhbMQuAgm,2025-03-05 22:46,5140968887289238,42132,,英语一命题组你看看你们干的好事把考生逼疯就算了考研老师也不放过周思成大战何凯文，田静何去何从你们仨能不能在一起查分搞个直播呢多少分我也不在意了所以田静你到底几分,5208894286,不是瓶子的bottle
Phcb0mHsX,2025-03-05 23:45,5140983865410303,42132,贵州,英语一命题组真牛!简称“25英一事变”,5635639110,而今燕回长安
PhcaWv2TS,2025-03-05 23:45,5140983827399320,1,江西,怎么个事,7044746202,睡觉重度依赖啊
PhcaTtlnc,2025-03-05 23:45,5140983796993674,1,山西,虽然但是我相信一笑而过。,7183514601,nyc_知尽不知尽
PhcaTilkX,2025-03-05 23:45,5140983794371927,1,内蒙古,你俩真的救了田静一命,7270793557,donivene_
PhcaSp6yi,2025-03-05 23:45,5140983785983390,1,山西,英语一你太坏了,6592822918,从来不吃辣条
PhcaND6cp,2025-03-05 23:45,5140983739318625,4,北京,我绝对信周说的因为何凯文的人品大家都清楚他做的出来这种事,3645442491,Supernatural_pearl
PhcaMcSlu,2025-03-05 23:44,5140983723068844,0,重庆,英语一你瞧瞧你干的啥事儿,6247323454,冰糖虎鹿
PhodhhZJN,2025-03-07 06:24,5141446554288899,0,辽宁,一晃十年过去了，他们居然还活跃在一线教学呢，还能撕上热搜，看来今年英语一是真难，把孩子们和老师都逼疯了。,6391088744,潇潇等咕噜的早餐
PhobsrsAZ,2025-03-07 06:19,5141445426544781,0,浙江,经历过考研的都知道，这些辅导老师，一个个装腔作势，高高在上。,3764689547,CroonERLEI
PhjuywKop,2025-03-06 18:22,5141265067804833,2,江苏,怎么老师撕起来了一个查一个的。实在不行让迅猛龙开个班吧她83,5833197435,无敌小妮dokii
PhcaLA8J2,2025-03-05 23:44,5140983718613352,0,江西,死去的回忆突然开始攻击我高中买过他的英语单词书十几年了看起来没咋变,2760881453,摸鱼就认真摸鱼
PhcaIgP8Z,2025-03-05 23:44,5140983684009849,0,江苏,英语一出题组干的好事,6614281559,微辣排球
PhcaA2HIx,2025-03-05 23:44,5140983600644709,0,陕西,互联网真好啥都能看见,6320057110,全网冲浪爱好者
PhcaxEAKJ,2025-03-05 23:44,5140983579674401,2,上海,喔😲让我看看这是怎么个事,5318830007,养花花的周周
Phcax6uNT,2025-03-05 23:44,5140983571548381,2,安徽,虽然忘记了为什么但确实很早就屏蔽了此人,7826727058,帕西诺Pacinoo
Phcap4u6Y,2025-03-05 23:44,5140983491069064,0,江苏,这种考试分数有意义吗？都这么大年纪的人了，几十年了，除了会个英语考试，还会干什么,6299602024,思璇-Grace
PhcammzYJ,2025-03-05 23:43,5140983465381521,0,安徽,英一事变,6023750779,晚风依旧wow
PhobcrQA9,2025-03-07 06:18,5141445266636985,0,广西,何凯文可真刑啊,5997695531,林想啾
PhoaD60wR,2025-03-07 06:17,5141444911432005,0,山东,这老登还把我微博拉黑了,6275367398,你在等我么_
Pho9NndfO,2025-03-07 06:15,5141444395532496,1,黑龙江,研究生毕业快一年了，考了三回，英语老师跟了好多，也都了解一些，说真的，真读研的人就知道何凯文关于考研的事儿胡说八道！,5436502620,多多多多米米米米
Pho4thamY,2025-03-07 06:02,5141441094091440,2,北京,十几年前我考研的时候他就很出名了，去我们学校宣讲，天天跟着他背长难句，我那英语考的也一般般……十几年后，他们还在业界奋斗着，甚至塌房了,1669185450,冰焱飞狐Cypress
PhcahpAmg,2025-03-05 23:43,5140983416097964,0,重庆,你们不要再打啦！！！,6247323454,冰糖虎鹿
PhcahqFNt,2025-03-05 23:43,5140983416357199,36922,安徽,就是这样的啊，成绩且不论，更重要的是造假好吧，即使考了80分比周思成高，但你说89就是造假啊，造假从根源性讲它就是诚信问题啊,6356092861,是成木木呀
Phcagyy7g,2025-03-05 23:43,5140983408234298,0,河南,看了一圈英一可太有节目了,5545456275,Nonnomoon
Phcagwlo4,2025-03-05 23:43,5140983407708712,1,江苏,25英语一看你干得好事🚬,5343072603,九分辰景__
PhcagalJ5,2025-03-05 23:43,5140983402466799,0,河南,周思成每次都有你,7829016220,永远期待_下次见
Phcadz1yf,2025-03-05 23:43,5140983378347447,27,浙江,其实就是抢生意呗，不过何凯文要是真的考了89，直接把准考证号密码啥的扔给周思成去，明年保准生意更好,1700040344,贼叉
Phca2oHrC,2025-03-05 23:43,5140983265886876,1,河南,沃日刚考完那天田静说的今年只是略微难但算不上难觉得难是因为偷懒了没好好学给我整的焦虑好几天结果就考了72你上哪儿说事儿呢。。。。。,5874604875,几座岭记作零机组哦领
Phca1r4Qr,2025-03-05 23:43,5140983256453483,38,福建,考研名师对看盗版课的态度↓↓↓好想知道咒学生考不上的是哪个名师啊,6003839711,南一小王子
Phc9Ydge4,2025-03-05 23:42,5140983223160640,0,四川,这咋回事儿啊，有懂的人吗,7268239446,前担辟谷烂了
PhnYFBXNr,2025-03-07 05:48,5141437499047997,5,山东,机关算尽太聪明，画虎不成反类犬。何凯文，本名何谐，是考研英语辅导领域的知名人物。但其公布的2025年考研英语一89分查分视频，造假痕迹严重，或涉嫌欺诈。,3175580997,最新作文素材
PhnRWrhvm,2025-03-07 05:31,5141433326502148,2,浙江,老师的专业分数和教学水平不能完全划等号，专业能力强未必教学水平高，专业能力弱也未必教学水平差。但是！分数作假的本质是人品问题，人品差的老师不应该出现在教育领域，因为教育不仅是教书，还包括育人。,7312272385,特别地一个
PhjkdwZyw,2025-03-06 17:57,5141258657863120,0,福建,好吧，我当年英语一都八十,5812595711,流樱小王子
Phjfrs2sg,2025-03-06 17:45,5141255696682624,1,吉林,笑死了我就这么努力。。。围观完英一事变之后3.11都来看我们好吗,6307031631,切水果误捅老公腰子
Phc9XiUFQ,2025-03-05 23:42,5140983214507762,0,陕西,哈哈哈哈哈支持打起来,7759337989,撑伞小猫
Phc9VAQhJ,2025-03-05 23:42,5140983198780795,0,重庆,我真笑晕了今年英一太有节目了，前有考研真相大战黄皮书，后有周思成质疑何凯文英一成绩，看来今年雀食难，幸好我不考🤣,5406716078,夏日恋听歌o
Phc9Vt8YJ,2025-03-05 23:42,5140983196946029,1,北京,我是真爱吃考研老师的瓜,7077965111,七倍鲜芋
Phc9Vjejp,2025-03-05 23:42,5140983194583251,2,四川,偶然刷到“何凯文”这个名字，是感觉有些熟悉，一查微博原来是被我拉黑的一个考研英语老师。依稀回忆起当初考完英语二他给了一组答案，跟我的选项相差甚多（有些题目我比较肯定自己的判断），后来在标准答案出来的时候时候，发现他居然把自己曾经公布的选项改来跟标准选项一样，真是不要脸,5637713850,阿柏吃得饿不得
Phc9OvmOM,2025-03-05 23:42,5140983127475884,2,陕西,考研圈子每年都得来那么一二三四次老师互撕。。。。,5609943324,小卷心菜luaaaa
Phc9Jcnop,2025-03-05 23:42,5140983072949861,1,四川,在带上田静老师好吗她说不难是我没偷懒,5873697915,想个我的好名字
Phc9H7dyG,2025-03-05 23:42,5140983051720418,0,北京,我也来插一脚,6835358872,一只不做声福兔子
Phc9ElYN1,2025-03-05 23:42,5140983025238567,1,海南,好了，我推荐monkey老师,7373382446,苏覃玉
Phc9CowjX,2025-03-05 23:42,5140983005844117,0,河南,笑晕了，考研届的诡异之风,6348643072,抹茶星冰乐matcha
Phc9Cj0TF,2025-03-05 23:42,5140983004531683,0,湖北,其实都不行。。。不如自己学🙏,7626163097,imma简直离谱
PhnzJFvw6,2025-03-07 04:46,5141422039892602,0,黑龙江,何凯文长难句多少有丁点用吧考研的时候就听了他还有一个讲单词的60多分也只是堪堪的水平只能说不会英语的这方法没用会英语的这方法可能用不上总之一句话从句一大堆掌握够多的单词量自己组成一句话即可不用太关注句子结构,5849703315,蒹葭风娉婷
PhnotqKLG,2025-03-07 04:18,5141415056376308,1,河南,啊哈哈哈哈我当初四级是跟着他考前提高十分？还是啥过的...啊哈哈哈哈英语是我一大痛点,2331845305,原来是星星呐
PhiNIolqu,2025-03-06 16:37,5141238505802238,3,河南,（拍照留念打个卡笑.jpg,6313583155,糖醋小排claire
PhiL8r6XU,2025-03-06 16:31,5141236906461634,0,河北,何老师什么水平，考过研的都晓得,5690255303,雪离箫
Phc9BrYLq,2025-03-05 23:42,5140982996668436,0,陕西,建议几个一起直播查,7754868102,奥奥奥奥宝1106
Phc9AdQ73,2025-03-05 23:42,5140982983298589,0,安徽,复试暂停，开始吃瓜,7793388880,谁的心头风7
Phc9yvLir,2025-03-05 23:41,5140982967569979,0,湖北,哈哈哈哈所以何凯文英语一到底多少分,2962931384,择则盈
Phc9yrm9P,2025-03-05 23:41,5140982966520033,0,江苏,考研圈怎么又撕逼了,7189643910,吃亿口芒果果
Phc9xDD7Z,2025-03-05 23:41,5140982959445203,0,福建,吃瓜。。,7745490563,-WithN-
Phc9xy6MI,2025-03-05 23:41,5140982958129236,0,上海,哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈太搞笑了，比饭圈撕b更搞笑一百倍,7659383041,真实的普通美女
Phc9wnhET,2025-03-05 23:41,5140982945549427,2,辽宁,谁总结的英一事变啊哈哈哈哈哈哈太有梗了,6126384615,小屁屁话王
Phc9r5oho,2025-03-05 23:41,5140982891284974,1,内蒙古,英一这盛世如你所愿,7611674299,ff沸腾鱼
Phc9oozbk,2025-03-05 23:41,5140982865855114,0,陕西,何凯文之前那个博士的是就造假。后面澄清说是虚荣心。,6336983554,小小强_97737
Phc9nzK2Q,2025-03-05 23:41,5140982858518480,10,安徽,微博智搜说的还挺好,5394582858,法律解忧杂货铺
Phc965tGr,2025-03-05 23:40,5140982681305747,0,山东,蹲后续真热闹是真能凑,7625577845,Lxxooiiiii
Phc943BfC,2025-03-05 23:40,5140982660858180,1,湖北,26考研er有福了来看戏,7462801754,甜妹摘
